id,mean_daily_demand,std_daily_demand,safety_stock,reorder_point,order_up_to,newsvendor_q,service_level,lead_time_days
FOODS_2_257_CA_1_evaluation,1.5108,1.5583,6.78,17.36,27.93,14.56,0.95,7
FOODS_3_814_CA_1_evaluation,1.5106,1.4143,6.15,16.73,27.3,14.19,0.95,7
FOODS_3_594_CA_1_evaluation,1.5094,1.2382,5.39,15.95,26.52,13.74,0.95,7
FOODS_2_060_CA_1_evaluation,1.5092,1.338,5.82,16.39,26.95,13.99,0.95,7
HOUSEHOLD_1_298_CA_1_evaluation,1.508,1.3149,5.72,16.28,26.83,13.92,0.95,7
FOODS_3_537_CA_1_evaluation,1.506,1.4011,6.1,16.64,27.18,14.13,0.95,7
HOBBIES_1_132_CA_1_evaluation,1.5059,1.359,5.91,16.46,27.0,14.02,0.95,7
HOBBIES_1_050_CA_1_evaluation,1.5059,1.3567,5.9,16.45,26.99,14.01,0.95,7
FOODS_3_368_CA_1_evaluation,1.5056,1.3562,5.9,16.44,26.98,14.01,0.95,7
FOODS_3_808_CA_1_evaluation,1.5054,1.9895,8.66,19.2,29.73,15.63,0.95,7
HOBBIES_1_211_CA_1_evaluation,1.4999,1.6028,6.98,17.47,27.97,14.6,0.95,7
FOODS_1_207_CA_1_evaluation,1.4962,1.4543,6.33,16.8,27.28,14.2,0.95,7
FOODS_3_028_CA_1_evaluation,1.4939,1.354,5.89,16.35,26.81,13.92,0.95,7
FOODS_1_124_CA_1_evaluation,1.4925,1.396,6.08,16.52,26.97,14.02,0.95,7
FOODS_3_721_CA_1_evaluation,1.491,1.4887,6.48,16.92,27.35,14.25,0.95,7
FOODS_1_215_CA_1_evaluation,1.4908,1.5774,6.86,17.3,27.74,14.47,0.95,7
HOUSEHOLD_1_107_CA_1_evaluation,1.4896,1.2742,5.55,15.97,26.4,13.69,0.95,7
FOODS_1_108_CA_1_evaluation,1.4893,1.3648,5.94,16.36,26.79,13.92,0.95,7
HOUSEHOLD_1_376_CA_1_evaluation,1.4886,1.2173,5.3,15.72,26.14,13.54,0.95,7
FOODS_3_278_CA_1_evaluation,1.4857,1.5367,6.69,17.09,27.49,14.33,0.95,7
HOUSEHOLD_1_013_CA_1_evaluation,1.4851,1.3432,5.85,16.24,26.64,13.83,0.95,7
HOUSEHOLD_1_416_CA_1_evaluation,1.4829,1.3797,6.0,16.38,26.77,13.91,0.95,7
FOODS_3_819_CA_1_evaluation,1.4822,1.4026,6.1,16.48,26.85,13.97,0.95,7
FOODS_3_369_CA_1_evaluation,1.4815,1.3523,5.89,16.26,26.63,13.83,0.95,7
FOODS_3_310_CA_1_evaluation,1.4815,1.4251,6.2,16.57,26.94,14.02,0.95,7
FOODS_3_797_CA_1_evaluation,1.4804,1.3903,6.05,16.41,26.78,13.92,0.95,7
FOODS_3_584_CA_1_evaluation,1.4782,1.5843,6.89,17.24,27.59,14.4,0.95,7
HOBBIES_1_232_CA_1_evaluation,1.4723,1.634,7.11,17.42,27.72,14.49,0.95,7
FOODS_3_820_CA_1_evaluation,1.4716,1.381,6.01,16.31,26.61,13.84,0.95,7
FOODS_3_177_CA_1_evaluation,1.4697,1.2853,5.59,15.88,26.17,13.58,0.95,7
FOODS_3_794_CA_1_evaluation,1.4681,1.3029,5.67,15.95,26.22,13.61,0.95,7
FOODS_3_018_CA_1_evaluation,1.4677,1.3156,5.73,16.0,26.27,13.64,0.95,7
HOBBIES_1_014_CA_1_evaluation,1.4676,1.3342,5.81,16.08,26.35,13.69,0.95,7
FOODS_2_110_CA_1_evaluation,1.4655,1.3247,5.76,16.02,26.28,13.65,0.95,7
HOUSEHOLD_2_222_CA_1_evaluation,1.4592,1.2817,5.58,15.79,26.01,13.5,0.95,7
HOUSEHOLD_1_277_CA_1_evaluation,1.4535,1.3193,5.74,15.92,26.09,13.55,0.95,7
HOUSEHOLD_1_072_CA_1_evaluation,1.4532,1.1902,5.18,15.35,25.52,13.22,0.95,7
FOODS_3_048_CA_1_evaluation,1.4523,1.5026,6.54,16.71,26.87,14.01,0.95,7
HOUSEHOLD_1_208_CA_1_evaluation,1.4512,1.3843,6.02,16.18,26.34,13.7,0.95,7
FOODS_2_109_CA_1_evaluation,1.4472,1.2817,5.58,15.71,25.84,13.41,0.95,7
FOODS_3_054_CA_1_evaluation,1.4464,1.0881,4.74,14.86,24.99,12.91,0.95,7
FOODS_3_730_CA_1_evaluation,1.4427,1.2865,5.6,15.7,25.8,13.39,0.95,7
FOODS_3_604_CA_1_evaluation,1.4425,1.3027,5.67,15.77,25.86,13.43,0.95,7
FOODS_3_146_CA_1_evaluation,1.4371,1.3296,5.79,15.85,25.91,13.46,0.95,7
FOODS_2_249_CA_1_evaluation,1.4356,1.4185,6.17,16.22,26.27,13.68,0.95,7
HOUSEHOLD_1_328_CA_1_evaluation,1.4298,1.294,5.63,15.64,25.65,13.32,0.95,7
HOUSEHOLD_1_522_CA_1_evaluation,1.4287,1.4251,6.2,16.2,26.2,13.65,0.95,7
FOODS_3_497_CA_1_evaluation,1.4277,1.3502,5.88,15.87,25.86,13.45,0.95,7
FOODS_3_674_CA_1_evaluation,1.425,1.2934,5.63,15.6,25.58,13.29,0.95,7
FOODS_3_759_CA_1_evaluation,1.423,1.4766,6.43,16.39,26.35,13.74,0.95,7
FOODS_1_118_CA_1_evaluation,1.4227,1.4998,6.53,16.49,26.45,13.8,0.95,7
FOODS_3_251_CA_1_evaluation,1.4216,1.2995,5.66,15.61,25.56,13.28,0.95,7
HOUSEHOLD_1_307_CA_1_evaluation,1.417,1.3296,5.79,15.7,25.62,13.32,0.95,7
HOUSEHOLD_1_386_CA_1_evaluation,1.417,1.2419,5.4,15.32,25.24,13.1,0.95,7
FOODS_3_297_CA_1_evaluation,1.4155,1.3415,5.84,15.75,25.65,13.34,0.95,7
FOODS_2_130_CA_1_evaluation,1.4148,1.3374,5.82,15.72,25.63,13.33,0.95,7
HOBBIES_1_148_CA_1_evaluation,1.4134,1.1802,5.14,15.03,24.92,12.91,0.95,7
FOODS_1_103_CA_1_evaluation,1.4123,1.3138,5.72,15.6,25.49,13.25,0.95,7
FOODS_2_199_CA_1_evaluation,1.4118,1.4665,6.38,16.26,26.15,13.64,0.95,7
FOODS_3_083_CA_1_evaluation,1.4085,1.1748,5.11,14.97,24.83,12.87,0.95,7
FOODS_2_215_CA_1_evaluation,1.4044,1.3136,5.72,15.55,25.38,13.19,0.95,7
HOUSEHOLD_2_499_CA_1_evaluation,1.404,1.4786,6.43,16.26,26.09,13.61,0.95,7
FOODS_2_134_CA_1_evaluation,1.4021,1.325,5.77,15.58,25.4,13.21,0.95,7
HOBBIES_1_324_CA_1_evaluation,1.4008,1.1931,5.19,15.0,24.8,12.86,0.95,7
FOODS_3_553_CA_1_evaluation,1.4007,1.2538,5.46,15.26,25.07,13.01,0.95,7
FOODS_2_047_CA_1_evaluation,1.4005,1.2809,5.57,15.38,25.18,13.08,0.95,7
FOODS_1_066_CA_1_evaluation,1.3986,1.4201,6.18,15.97,25.76,13.43,0.95,7
HOUSEHOLD_2_437_CA_1_evaluation,1.3961,1.2294,5.35,15.12,24.9,12.92,0.95,7
HOUSEHOLD_1_503_CA_1_evaluation,1.3948,1.3928,6.06,15.83,25.59,13.33,0.95,7
HOUSEHOLD_1_212_CA_1_evaluation,1.3944,1.2319,5.36,15.12,24.88,12.91,0.95,7
HOBBIES_1_373_CA_1_evaluation,1.3943,1.2286,5.35,15.11,24.87,12.91,0.95,7
HOUSEHOLD_1_457_CA_1_evaluation,1.3915,1.2171,5.3,15.04,24.78,12.86,0.95,7
HOBBIES_1_056_CA_1_evaluation,1.3909,1.3888,6.04,15.78,25.52,13.29,0.95,7
FOODS_2_242_CA_1_evaluation,1.3902,1.2814,5.58,15.31,25.04,13.01,0.95,7
FOODS_2_051_CA_1_evaluation,1.3885,1.2884,5.61,15.33,25.05,13.02,0.95,7
FOODS_3_043_CA_1_evaluation,1.3875,1.258,5.47,15.19,24.9,12.93,0.95,7
HOUSEHOLD_1_197_CA_1_evaluation,1.3867,1.1908,5.18,14.89,24.6,12.75,0.95,7
HOBBIES_1_252_CA_1_evaluation,1.3861,1.5893,6.92,16.62,26.32,13.77,0.95,7
FOODS_3_378_CA_1_evaluation,1.3851,1.2308,5.36,15.05,24.75,12.85,0.95,7
HOUSEHOLD_1_086_CA_1_evaluation,1.3848,1.4469,6.3,15.99,25.68,13.4,0.95,7
HOBBIES_1_367_CA_1_evaluation,1.3832,1.2187,5.3,14.99,24.67,12.8,0.95,7
FOODS_3_182_CA_1_evaluation,1.3812,1.2818,5.58,15.25,24.91,12.95,0.95,7
HOUSEHOLD_1_129_CA_1_evaluation,1.3757,1.2271,5.34,14.97,24.6,12.77,0.95,7
HOUSEHOLD_1_043_CA_1_evaluation,1.3683,1.3227,5.76,15.33,24.91,12.96,0.95,7
HOUSEHOLD_1_440_CA_1_evaluation,1.3675,1.1877,5.17,14.74,24.31,12.61,0.95,7
FOODS_3_157_CA_1_evaluation,1.3673,1.2164,5.29,14.86,24.44,12.68,0.95,7
FOODS_3_289_CA_1_evaluation,1.366,1.2265,5.34,14.9,24.46,12.7,0.95,7
HOBBIES_1_193_CA_1_evaluation,1.3659,1.2397,5.4,14.96,24.52,12.73,0.95,7
FOODS_3_115_CA_1_evaluation,1.3649,1.2864,5.6,15.15,24.71,12.85,0.95,7
HOBBIES_1_206_CA_1_evaluation,1.364,1.2443,5.41,14.96,24.51,12.73,0.95,7
HOBBIES_1_247_CA_1_evaluation,1.3594,1.2187,5.3,14.82,24.34,12.64,0.95,7
FOODS_2_050_CA_1_evaluation,1.3586,1.4897,6.48,15.99,25.5,13.32,0.95,7
HOUSEHOLD_1_379_CA_1_evaluation,1.3585,1.3026,5.67,15.18,24.69,12.84,0.95,7
FOODS_3_409_CA_1_evaluation,1.3572,1.1657,5.07,14.57,24.07,12.48,0.95,7
HOUSEHOLD_1_421_CA_1_evaluation,1.3569,1.2531,5.45,14.95,24.45,12.71,0.95,7
FOODS_1_177_CA_1_evaluation,1.3549,1.2425,5.41,14.89,24.38,12.66,0.95,7
FOODS_2_380_CA_1_evaluation,1.3546,1.3332,5.8,15.28,24.77,12.89,0.95,7
FOODS_2_320_CA_1_evaluation,1.3537,1.3902,6.05,15.53,25.0,13.03,0.95,7
FOODS_3_098_CA_1_evaluation,1.3533,1.237,5.38,14.86,24.33,12.64,0.95,7
HOBBIES_1_145_CA_1_evaluation,1.3518,1.508,6.56,16.03,25.49,13.32,0.95,7
FOODS_3_093_CA_1_evaluation,1.3505,1.1798,5.13,14.59,24.04,12.47,0.95,7
HOUSEHOLD_1_372_CA_1_evaluation,1.3504,1.2383,5.39,14.84,24.29,12.62,0.95,7
FOODS_3_207_CA_1_evaluation,1.3504,1.3949,6.07,15.52,24.98,13.02,0.95,7
FOODS_3_068_CA_1_evaluation,1.3491,1.3091,5.7,15.14,24.58,12.79,0.95,7
FOODS_2_024_CA_1_evaluation,1.3491,1.2455,5.42,14.86,24.31,12.63,0.95,7
FOODS_2_086_CA_1_evaluation,1.3489,1.3537,5.89,15.33,24.78,12.91,0.95,7
HOUSEHOLD_1_140_CA_1_evaluation,1.3468,1.1941,5.2,14.62,24.05,12.48,0.95,7
HOBBIES_1_423_CA_1_evaluation,1.3457,1.1363,4.95,14.36,23.78,12.33,0.95,7
HOBBIES_1_313_CA_1_evaluation,1.3434,1.3197,5.74,15.15,24.55,12.78,0.95,7
HOUSEHOLD_1_259_CA_1_evaluation,1.3423,1.2311,5.36,14.75,24.15,12.55,0.95,7
FOODS_1_076_CA_1_evaluation,1.3421,1.235,5.37,14.77,24.16,12.56,0.95,7
FOODS_3_225_CA_1_evaluation,1.3418,1.2277,5.34,14.74,24.13,12.54,0.95,7
FOODS_3_246_CA_1_evaluation,1.3389,1.218,5.3,14.67,24.04,12.49,0.95,7
FOODS_3_777_CA_1_evaluation,1.3366,1.3217,5.75,15.11,24.46,12.74,0.95,7
FOODS_3_650_CA_1_evaluation,1.3358,1.2687,5.52,14.87,24.22,12.6,0.95,7
HOUSEHOLD_2_170_CA_1_evaluation,1.3345,1.2388,5.39,14.73,24.07,12.51,0.95,7
HOUSEHOLD_1_113_CA_1_evaluation,1.3327,1.3018,5.67,14.99,24.32,12.66,0.95,7
HOUSEHOLD_1_458_CA_1_evaluation,1.3326,1.1747,5.11,14.44,23.77,12.34,0.95,7
HOUSEHOLD_1_149_CA_1_evaluation,1.3319,1.3153,5.72,15.05,24.37,12.69,0.95,7
HOUSEHOLD_1_238_CA_1_evaluation,1.3315,1.136,4.94,14.26,23.59,12.23,0.95,7
FOODS_3_533_CA_1_evaluation,1.3304,1.1793,5.13,14.45,23.76,12.33,0.95,7
FOODS_3_490_CA_1_evaluation,1.3297,1.1994,5.22,14.53,23.84,12.38,0.95,7
FOODS_3_411_CA_1_evaluation,1.3291,1.2696,5.53,14.83,24.13,12.55,0.95,7
FOODS_1_170_CA_1_evaluation,1.3287,1.3669,5.95,15.25,24.55,12.8,0.95,7
FOODS_3_428_CA_1_evaluation,1.3286,1.3574,5.91,15.21,24.51,12.77,0.95,7
FOODS_3_422_CA_1_evaluation,1.3278,1.3026,5.67,14.96,24.26,12.63,0.95,7
HOUSEHOLD_1_119_CA_1_evaluation,1.3271,1.2128,5.28,14.57,23.86,12.39,0.95,7
HOBBIES_1_161_CA_1_evaluation,1.3264,1.4652,6.38,15.66,24.95,13.03,0.95,7
HOUSEHOLD_1_279_CA_1_evaluation,1.3252,1.4243,6.2,15.47,24.75,12.92,0.95,7
HOUSEHOLD_1_383_CA_1_evaluation,1.3247,1.1995,5.22,14.49,23.77,12.34,0.95,7
FOODS_3_765_CA_1_evaluation,1.3245,1.1903,5.18,14.45,23.72,12.32,0.95,7
FOODS_3_222_CA_1_evaluation,1.3215,1.1871,5.17,14.42,23.67,12.29,0.95,7
FOODS_3_700_CA_1_evaluation,1.3209,1.1261,4.9,14.15,23.39,12.13,0.95,7
HOUSEHOLD_1_062_CA_1_evaluation,1.3198,1.3337,5.8,15.04,24.28,12.65,0.95,7
FOODS_2_353_CA_1_evaluation,1.3184,1.4692,6.39,15.62,24.85,12.99,0.95,7
FOODS_1_106_CA_1_evaluation,1.3183,1.1698,5.09,14.32,23.55,12.22,0.95,7
HOUSEHOLD_2_239_CA_1_evaluation,1.3178,1.2404,5.4,14.62,23.85,12.4,0.95,7
FOODS_2_078_CA_1_evaluation,1.3163,1.1671,5.08,14.29,23.51,12.2,0.95,7
FOODS_1_117_CA_1_evaluation,1.313,1.2154,5.29,14.48,23.67,12.3,0.95,7
FOODS_3_253_CA_1_evaluation,1.3129,1.2163,5.29,14.48,23.67,12.3,0.95,7
HOUSEHOLD_1_292_CA_1_evaluation,1.3127,1.1819,5.14,14.33,23.52,12.21,0.95,7
FOODS_2_022_CA_1_evaluation,1.3126,1.2247,5.33,14.52,23.71,12.32,0.95,7
FOODS_2_138_CA_1_evaluation,1.3119,1.3968,6.08,15.26,24.45,12.76,0.95,7
FOODS_2_356_CA_1_evaluation,1.3097,1.1972,5.21,14.38,23.55,12.23,0.95,7
HOBBIES_1_085_CA_1_evaluation,1.3087,1.2114,5.27,14.43,23.59,12.26,0.95,7
HOUSEHOLD_1_083_CA_1_evaluation,1.3086,1.2832,5.58,14.74,23.91,12.44,0.95,7
FOODS_3_151_CA_1_evaluation,1.3063,1.2725,5.54,14.68,23.83,12.4,0.95,7
HOUSEHOLD_1_507_CA_1_evaluation,1.3062,1.4124,6.15,15.29,24.43,12.76,0.95,7
HOUSEHOLD_1_046_CA_1_evaluation,1.3057,1.2127,5.28,14.42,23.56,12.24,0.95,7
FOODS_3_521_CA_1_evaluation,1.3052,1.2921,5.62,14.76,23.9,12.44,0.95,7
FOODS_1_185_CA_1_evaluation,1.3045,1.2831,5.58,14.72,23.85,12.42,0.95,7
HOBBIES_2_124_CA_1_evaluation,1.3037,1.35,5.88,15.0,24.13,12.58,0.95,7
HOBBIES_1_416_CA_1_evaluation,1.3018,1.1797,5.13,14.25,23.36,12.13,0.95,7
FOODS_3_494_CA_1_evaluation,1.3017,1.2042,5.24,14.35,23.46,12.19,0.95,7
HOUSEHOLD_1_343_CA_1_evaluation,1.2996,1.2448,5.42,14.51,23.61,12.28,0.95,7
FOODS_2_285_CA_1_evaluation,1.2991,1.229,5.35,14.44,23.54,12.24,0.95,7
HOUSEHOLD_1_102_CA_1_evaluation,1.299,1.1392,4.96,14.05,23.14,12.01,0.95,7
FOODS_1_088_CA_1_evaluation,1.2989,1.2653,5.51,14.6,23.69,12.33,0.95,7
FOODS_3_365_CA_1_evaluation,1.2989,1.1204,4.88,13.97,23.06,11.96,0.95,7
FOODS_3_492_CA_1_evaluation,1.298,1.2216,5.32,14.4,23.49,12.21,0.95,7
FOODS_3_283_CA_1_evaluation,1.2975,1.1984,5.22,14.3,23.38,12.15,0.95,7
FOODS_3_612_CA_1_evaluation,1.2968,1.2398,5.4,14.47,23.55,12.25,0.95,7
FOODS_2_135_CA_1_evaluation,1.296,1.4251,6.2,15.27,24.35,12.72,0.95,7
FOODS_3_565_CA_1_evaluation,1.2947,1.1581,5.04,14.1,23.17,12.03,0.95,7
HOUSEHOLD_1_033_CA_1_evaluation,1.2944,1.3114,5.71,14.77,23.83,12.42,0.95,7
HOUSEHOLD_1_005_CA_1_evaluation,1.2936,1.1721,5.1,14.16,23.21,12.06,0.95,7
FOODS_2_061_CA_1_evaluation,1.2932,1.3152,5.72,14.78,23.83,12.42,0.95,7
FOODS_3_608_CA_1_evaluation,1.2927,1.3874,6.04,15.09,24.14,12.6,0.95,7
HOUSEHOLD_1_026_CA_1_evaluation,1.2917,1.1792,5.13,14.17,23.22,12.06,0.95,7
FOODS_2_055_CA_1_evaluation,1.2898,1.2188,5.3,14.33,23.36,12.15,0.95,7
HOBBIES_1_397_CA_1_evaluation,1.287,1.1884,5.17,14.18,23.19,12.05,0.95,7
FOODS_3_316_CA_1_evaluation,1.2815,1.1787,5.13,14.1,23.07,11.99,0.95,7
FOODS_3_390_CA_1_evaluation,1.2805,1.1893,5.18,14.14,23.1,12.01,0.95,7
FOODS_3_672_CA_1_evaluation,1.2804,1.2047,5.24,14.21,23.17,12.05,0.95,7
FOODS_3_031_CA_1_evaluation,1.2794,1.1288,4.91,13.87,22.82,11.85,0.95,7
FOODS_3_666_CA_1_evaluation,1.2786,1.2823,5.58,14.53,23.48,12.23,0.95,7
HOUSEHOLD_2_140_CA_1_evaluation,1.2782,1.1617,5.06,14.0,22.95,11.92,0.95,7
FOODS_3_651_CA_1_evaluation,1.2777,1.3107,5.7,14.65,23.59,12.3,0.95,7
FOODS_1_174_CA_1_evaluation,1.2773,1.179,5.13,14.07,23.01,11.96,0.95,7
FOODS_2_277_CA_1_evaluation,1.2744,1.2224,5.32,14.24,23.16,12.05,0.95,7
HOUSEHOLD_1_357_CA_1_evaluation,1.2738,1.2445,5.42,14.33,23.25,12.1,0.95,7
FOODS_1_005_CA_1_evaluation,1.2684,1.1633,5.06,13.94,22.82,11.86,0.95,7
FOODS_3_775_CA_1_evaluation,1.2669,1.1815,5.14,14.01,22.88,11.89,0.95,7
HOBBIES_1_017_CA_1_evaluation,1.2662,1.2316,5.36,14.22,23.09,12.02,0.95,7
HOUSEHOLD_1_449_CA_1_evaluation,1.2659,1.0511,4.57,13.44,22.3,11.55,0.95,7
FOODS_2_126_CA_1_evaluation,1.2648,1.0822,4.71,13.56,22.42,11.62,0.95,7
HOUSEHOLD_1_011_CA_1_evaluation,1.2647,1.1077,4.82,13.67,22.53,11.69,0.95,7
FOODS_1_156_CA_1_evaluation,1.2637,1.1371,4.95,13.79,22.64,11.76,0.95,7
HOBBIES_1_388_CA_1_evaluation,1.2618,1.1569,5.03,13.87,22.7,11.79,0.95,7
HOUSEHOLD_1_537_CA_1_evaluation,1.2617,1.0937,4.76,13.59,22.42,11.63,0.95,7
HOUSEHOLD_1_175_CA_1_evaluation,1.2616,1.1631,5.06,13.89,22.72,11.81,0.95,7
FOODS_1_105_CA_1_evaluation,1.2591,1.2164,5.29,14.11,22.92,11.93,0.95,7
HOBBIES_1_194_CA_1_evaluation,1.2566,1.2078,5.26,14.05,22.85,11.89,0.95,7
FOODS_2_385_CA_1_evaluation,1.2541,1.1232,4.89,13.67,22.45,11.65,0.95,7
HOBBIES_1_300_CA_1_evaluation,1.2535,1.053,4.58,13.36,22.13,11.47,0.95,7
HOUSEHOLD_2_225_CA_1_evaluation,1.253,1.3559,5.9,14.67,23.44,12.24,0.95,7
HOUSEHOLD_1_538_CA_1_evaluation,1.2529,1.1054,4.81,13.58,22.35,11.6,0.95,7
HOUSEHOLD_1_506_CA_1_evaluation,1.2521,1.1603,5.05,13.81,22.58,11.73,0.95,7
FOODS_2_302_CA_1_evaluation,1.2517,1.2075,5.25,14.02,22.78,11.85,0.95,7
FOODS_2_043_CA_1_evaluation,1.2507,1.1885,5.17,13.93,22.68,11.8,0.95,7
HOBBIES_1_153_CA_1_evaluation,1.2494,1.1131,4.84,13.59,22.34,11.59,0.95,7
FOODS_3_465_CA_1_evaluation,1.248,1.3701,5.96,14.7,23.44,12.24,0.95,7
FOODS_3_388_CA_1_evaluation,1.2477,1.102,4.8,13.53,22.26,11.55,0.95,7
FOODS_3_659_CA_1_evaluation,1.2467,1.5131,6.58,15.31,24.04,12.6,0.95,7
FOODS_3_542_CA_1_evaluation,1.2443,1.1566,5.03,13.74,22.45,11.67,0.95,7
FOODS_3_063_CA_1_evaluation,1.2421,1.2028,5.23,13.93,22.62,11.77,0.95,7
HOBBIES_2_033_CA_1_evaluation,1.242,1.2153,5.29,13.98,22.68,11.8,0.95,7
FOODS_3_370_CA_1_evaluation,1.2414,1.3034,5.67,14.36,23.05,12.03,0.95,7
FOODS_3_780_CA_1_evaluation,1.241,1.2139,5.28,13.97,22.66,11.79,0.95,7
HOUSEHOLD_1_227_CA_1_evaluation,1.2408,1.4712,6.4,15.09,23.77,12.45,0.95,7
HOUSEHOLD_2_203_CA_1_evaluation,1.2399,1.2249,5.33,14.01,22.69,11.81,0.95,7
HOUSEHOLD_1_010_CA_1_evaluation,1.2398,1.1317,4.92,13.6,22.28,11.58,0.95,7
FOODS_3_312_CA_1_evaluation,1.2396,1.176,5.12,13.8,22.47,11.69,0.95,7
FOODS_3_164_CA_1_evaluation,1.2394,1.2682,5.52,14.19,22.87,11.92,0.95,7
HOBBIES_1_329_CA_1_evaluation,1.2381,1.0903,4.74,13.41,22.08,11.46,0.95,7
HOUSEHOLD_1_468_CA_1_evaluation,1.2373,1.1213,4.88,13.54,22.2,11.53,0.95,7
HOUSEHOLD_1_382_CA_1_evaluation,1.2355,1.1074,4.82,13.47,22.12,11.48,0.95,7
FOODS_3_015_CA_1_evaluation,1.2349,1.3671,5.95,14.59,23.24,12.14,0.95,7
FOODS_3_132_CA_1_evaluation,1.2331,1.1004,4.79,13.42,22.05,11.45,0.95,7
FOODS_3_212_CA_1_evaluation,1.2311,1.1138,4.85,13.46,22.08,11.47,0.95,7
FOODS_3_379_CA_1_evaluation,1.2308,1.3278,5.78,14.39,23.01,12.01,0.95,7
HOUSEHOLD_1_350_CA_1_evaluation,1.2308,1.1055,4.81,13.43,22.04,11.45,0.95,7
FOODS_1_069_CA_1_evaluation,1.2296,1.2284,5.35,13.95,22.56,11.75,0.95,7
HOUSEHOLD_1_413_CA_1_evaluation,1.2286,1.0814,4.71,13.31,21.91,11.37,0.95,7
FOODS_2_156_CA_1_evaluation,1.2285,1.1879,5.17,13.77,22.37,11.64,0.95,7
HOBBIES_1_379_CA_1_evaluation,1.2268,1.1795,5.13,13.72,22.31,11.61,0.95,7
FOODS_2_232_CA_1_evaluation,1.2262,1.1445,4.98,13.56,22.15,11.51,0.95,7
HOUSEHOLD_2_064_CA_1_evaluation,1.2261,1.0989,4.78,13.36,21.95,11.4,0.95,7
HOUSEHOLD_1_515_CA_1_evaluation,1.2257,1.1789,5.13,13.71,22.29,11.6,0.95,7
HOUSEHOLD_1_322_CA_1_evaluation,1.2257,1.1261,4.9,13.48,22.06,11.46,0.95,7
FOODS_2_044_CA_1_evaluation,1.2254,1.2428,5.41,13.99,22.56,11.76,0.95,7
FOODS_3_117_CA_1_evaluation,1.2241,1.1701,5.09,13.66,22.23,11.56,0.95,7
FOODS_3_551_CA_1_evaluation,1.2236,1.188,5.17,13.73,22.3,11.61,0.95,7
FOODS_1_014_CA_1_evaluation,1.2231,1.2427,5.41,13.97,22.53,11.74,0.95,7
FOODS_3_079_CA_1_evaluation,1.2222,1.0791,4.7,13.25,21.81,11.32,0.95,7
FOODS_3_144_CA_1_evaluation,1.2218,1.11,4.83,13.38,21.94,11.39,0.95,7
FOODS_3_032_CA_1_evaluation,1.2216,1.0379,4.52,13.07,21.62,11.21,0.95,7
HOBBIES_1_323_CA_1_evaluation,1.2211,1.0582,4.61,13.15,21.7,11.26,0.95,7
HOUSEHOLD_2_312_CA_1_evaluation,1.2173,1.1904,5.18,13.7,22.22,11.57,0.95,7
FOODS_1_143_CA_1_evaluation,1.2171,1.1865,5.16,13.68,22.2,11.56,0.95,7
FOODS_3_518_CA_1_evaluation,1.2158,1.0661,4.64,13.15,21.66,11.24,0.95,7
HOUSEHOLD_1_138_CA_1_evaluation,1.2149,1.1091,4.83,13.33,21.84,11.34,0.95,7
FOODS_3_520_CA_1_evaluation,1.2146,1.1227,4.89,13.39,21.89,11.38,0.95,7
FOODS_1_020_CA_1_evaluation,1.214,1.1231,4.89,13.39,21.88,11.37,0.95,7
FOODS_3_536_CA_1_evaluation,1.2118,1.0669,4.64,13.13,21.61,11.21,0.95,7
FOODS_3_187_CA_1_evaluation,1.2115,1.1799,5.13,13.62,22.1,11.5,0.95,7
HOUSEHOLD_1_330_CA_1_evaluation,1.2097,1.0572,4.6,13.07,21.54,11.17,0.95,7
HOUSEHOLD_2_465_CA_1_evaluation,1.2094,1.0651,4.64,13.1,21.57,11.19,0.95,7
HOUSEHOLD_2_490_CA_1_evaluation,1.2093,1.1174,4.86,13.33,21.79,11.32,0.95,7
FOODS_3_569_CA_1_evaluation,1.2062,1.2352,5.38,13.82,22.26,11.6,0.95,7
FOODS_3_611_CA_1_evaluation,1.2039,1.1412,4.97,13.39,21.82,11.35,0.95,7
FOODS_2_264_CA_1_evaluation,1.2034,1.1106,4.83,13.26,21.68,11.27,0.95,7
HOBBIES_1_124_CA_1_evaluation,1.2023,1.1781,5.13,13.54,21.96,11.43,0.95,7
FOODS_3_748_CA_1_evaluation,1.2017,1.0625,4.62,13.04,21.45,11.13,0.95,7
FOODS_2_282_CA_1_evaluation,1.2001,1.0698,4.66,13.06,21.46,11.14,0.95,7
FOODS_3_582_CA_1_evaluation,1.1981,1.0787,4.69,13.08,21.47,11.15,0.95,7
FOODS_3_235_CA_1_evaluation,1.1979,1.1945,5.2,13.58,21.97,11.44,0.95,7
FOODS_2_237_CA_1_evaluation,1.1978,1.0968,4.77,13.16,21.54,11.19,0.95,7
FOODS_3_715_CA_1_evaluation,1.1977,1.0623,4.62,13.01,21.39,11.1,0.95,7
FOODS_2_288_CA_1_evaluation,1.1974,1.1535,5.02,13.4,21.78,11.33,0.95,7
FOODS_3_314_CA_1_evaluation,1.1971,1.2035,5.24,13.62,22.0,11.46,0.95,7
FOODS_2_164_CA_1_evaluation,1.1969,1.2077,5.26,13.63,22.01,11.47,0.95,7
FOODS_3_046_CA_1_evaluation,1.1958,1.1432,4.98,13.35,21.72,11.3,0.95,7
FOODS_3_535_CA_1_evaluation,1.1956,1.193,5.19,13.56,21.93,11.42,0.95,7
HOUSEHOLD_1_329_CA_1_evaluation,1.1944,1.0942,4.76,13.12,21.48,11.16,0.95,7
